Vb,Vs,V,SOC,I,Vbnext,Vsnext,Vnext,SOCnext,Inext
0.6276235007838666,0.10814220147906746,3.5125477972713295,0.5849586940724447,1.0,0.5985059519014018,0.6364874800268384,4.117378024629124,0.6016253607391112,3.0
0.5985059519014018,0.6364874800268384,4.117378024629124,0.6016253607391112,3.0,0.610719647722635,0.6661088978697282,4.096852424072556,0.6152687463226787,2.455809405042146
0.610719647722635,0.6661088978697282,4.096852424072556,0.6152687463226787,2.455809405042146,0.6240376754804453,0.6788959488741894,4.105126111503942,0.6285431651563944,2.389395390068883
0.6240376754804453,0.6788959488741894,4.105126111503942,0.6285431651563944,2.389395390068883,0.6372280329209817,0.6915604196521774,4.118136678984999,0.6416903317201087,2.366489981468564
0.6372280329209817,0.6915604196521774,4.118136678984999,0.6416903317201087,2.366489981468564,0.6502919439274053,0.7041034852918266,4.131494153988504,0.6547114658894647,2.3438041504841096
0.7616540274643014,0.42055278553214104,3.735338376637762,0.7336395087982064,1.0,0.7430687558081777,0.771087308355029,4.20000000004472,0.7453699091516088,2.111472063612431
0.7430687558081777,0.771087308355029,4.20000000004472,0.7453699091516088,2.111472063612431,0.7521457327649906,0.7933926035111408,4.200000000000432,0.7555333229827532,1.8294144896059679
0.7521457327649906,0.7933926035111408,4.200000000000432,0.7555333229827532,1.8294144896059679,0.7618683165650443,0.8015951358493887,4.199999999999995,0.7651310655192307,1.727593656565953
0.7618683165650443,0.8015951358493887,4.199999999999995,0.7651310655192307,1.727593656565953,0.7711371851335327,0.8088496524742893,4.200000000000001,0.7742344961086486,1.6386175060951933
0.7711371851335327,0.8088496524742893,4.200000000000001,0.7742344961086486,1.6386175060951933,0.7799351387788142,0.8157299928551028,4.200000000000003,0.7828749568867465,1.5552829400576142
0.7915420576468848,0.3919837731139543,3.715817483726646,0.7587264837227452,1.0,0.7676029884206889,0.7879148173973235,4.200000000037898,0.7692711914116401,1.8980473840011347
0.7676029884206889,0.7879148173973235,4.200000000037898,0.7692711914116401,1.8980473840011347,0.7752487858854336,0.8112959717803669,4.200000000000666,0.7782093279121749,1.608864570096248
0.7752487858854336,0.8112959717803669,4.200000000000666,0.7782093279121749,1.608864570096248,0.7837822909370192,0.8187119999408399,4.2000000000000055,0.7866510550005738,1.5195108759117935
0.7837822909370192,0.8187119999408399,4.2000000000000055,0.7866510550005738,1.5195108759117935,0.7919406142649436,0.8251493494049874,4.199999999999998,0.7946680353824639,1.443056468740179
0.7919406142649436,0.8251493494049874,4.199999999999998,0.7946680353824639,1.443056468740179,0.7996953814825406,0.8312587146130521,4.200000000000002,0.8022876663424261,1.3715335727931781
0.2733115049763078,0.23544010078576866,3.623083816189729,0.2702011405765848,1.0,0.281673681775465,0.34491669761773586,3.8672519199181243,0.2868678072432515,3.0
0.281673681775465,0.34491669761773586,3.8672519199181243,0.2868678072432515,3.0,0.2977866703117453,0.3656522524941061,3.8773037961258225,0.3033604454409818,2.9686748755914656
0.2977866703117453,0.3656522524941061,3.8773037961258225,0.3033604454409818,2.9686748755914656,0.3141045606046164,0.3813195644455911,3.88372214288586,0.31962490397562976,2.927602536236628
0.3141045606046164,0.3813195644455911,3.88372214288586,0.31962490397562976,2.927602536236628,0.3302660230638157,0.39683668518828386,3.891599384228246,0.3357334468882975,2.8995377242801954
0.3302660230638157,0.39683668518828386,3.891599384228246,0.3357334468882975,2.8995377242801954,0.34627255725005307,0.4122050544968734,3.899794087092177,0.351687568829491,2.8717419494148246
0.5887459695717571,0.490535615665503,3.788520183275237,0.5806799895796415,1.0,0.5917307756081076,0.6478770935332319,4.11245407646826,0.5963420519043655,2.819171218450329
0.5917307756081076,0.6478770935332319,4.11245407646826,0.5963420519043655,2.819171218450329,0.6052308359741089,0.6608389196823695,4.087296462033694,0.6097979072934817,2.42205397004097
0.6052308359741089,0.6608389196823695,4.087296462033694,0.6097979072934817,2.42205397004097,0.6186014810075503,0.6736764901630965,4.099890066212105,0.6231247711113438,2.398835487215148
0.6186014810075503,0.6736764901630965,4.099890066212105,0.6231247711113438,2.398835487215148,0.6318439513198828,0.6863909961236028,4.112771518128932,0.6363238799070031,2.3758395832186836
0.6318439513198828,0.6863909961236028,4.112771518128932,0.6363238799070031,2.3758395832186836,0.644959475629623,0.6989836172945979,4.12598130167848,0.6493964583756259,2.353064124352116
0.18645808663714358,0.22784498159257482,3.618406231467242,0.18985717699135354,1.0,0.200988283001105,0.2683885705937591,3.822849378160307,0.2065238436580202,3.0
0.200988283001105,0.2683885705937591,3.822849378160307,0.2065238436580202,3.0,0.21754287418075108,0.28630754673374564,3.8330828353103423,0.22319049126913126,2.9999965700000004
0.21754287418075108,0.28630754673374564,3.8330828353103423,0.22319049126913126,2.9999965700000004,0.2342036441860847,0.3030398817248712,3.842631235904257,0.23985713888024243,2.9999965700000004
0.2342036441860847,0.3030398817248712,3.842631235904257,0.23985713888024243,2.9999965700000004,0.2508699835038723,0.31970997478323804,3.852259031354132,0.25652378649135354,2.9999965700000004
0.2508699835038723,0.31970997478323804,3.852259031354132,0.25652378649135354,2.9999965700000004,0.267536614944322,0.33637680311562,3.8620992743340667,0.27319043410246474,2.9999965700000004
0.7195906806864252,0.2699142627899558,3.6432525725730933,0.6826589230314095,1.0,0.6946138196832984,0.7288068863457828,4.2000000022484825,0.6974220835841896,2.6573688995003644
0.6946138196832984,0.7288068863457828,4.2000000022484825,0.6974220835841896,2.6573688995003644,0.70589630918336,0.7574163737555666,4.200000000000002,0.7101276330051699,2.286998895776449
0.70589630918336,0.7574163737555666,4.200000000000002,0.7101276330051699,2.286998895776449,0.7180331504025771,0.7676124209504264,4.200000000000001,0.7221050775299791,2.1559400144656515
0.7180331504025771,0.7676124209504264,4.200000000000001,0.7221050775299791,2.1559400144656515,0.7295874632148096,0.7765762064089358,4.199999999999993,0.733446631290105,2.041479676822676
0.7295874632148096,0.7765762064089358,4.199999999999993,0.733446631290105,2.041479676822676,0.7405353187268489,0.7850530749798049,4.199999999999999,0.7441915455598463,1.93408456855342
0.8589881708803326,0.6594505689140532,3.9411978983029896,0.8426002215336577,1.0,0.8474273756003234,0.8598450332754737,4.200000001273369,0.8484472332260511,1.0524621046308018
0.8474273756003234,0.8598450332754737,4.200000001273369,0.8484472332260511,1.0524621046308018,0.8518634030805773,0.8725267927444762,4.200000000000103,0.853560479620566,0.9203843510127058
0.8518634030805773,0.8725267927444762,4.200000000000103,0.853560479620566,0.9203843510127058,0.8567747000433859,0.8769106870384719,4.2,0.8584284611975193,0.8762366838515815
0.8567747000433859,0.8769106870384719,4.2,0.8584284611975193,0.8762366838515815,0.8615007011063636,0.8807770163069342,4.200000000000002,0.8630838577344105,0.8379713766403843
0.8615007011063636,0.8807770163069342,4.200000000000002,0.8630838577344105,0.8379713766403843,0.8660241619622985,0.8844730571555892,4.199999999999997,0.8675393628915993,0.8019909282940024
0.29217714125045036,0.12673807751179358,3.535143217164047,0.2785896922193218,1.0,0.29061177921894843,0.3471635947815557,3.868621699854193,0.2952563588859885,3.0
0.29061177921894843,0.3471635947815557,3.868621699854193,0.2952563588859885,3.0,0.3062066943319707,0.3737365783840467,3.882555185317488,0.3117528986980995,2.969377166179988
0.3062066943319707,0.3737365783840467,3.882555185317488,0.3117528986980995,2.969377166179988,0.32244386793332663,0.3893263917396373,3.8877382235756457,0.3279369048422338,2.913121105944166
